Name,YearPublished,GameWeight,AvgRating,MaxPlayers
Killer Bunnies and the Quest for the Magic Carrot: Deluxe Limited Edition,2012,3,6.72558,8
Tic Stac Toe,2013,0,6.26376,2
EONS,2013,2.7,6.74017,5
Jupiter Rescue,2013,1.8824,6.68974,7
Bugs in the Kitchen,2013,1.05,6.13074,4
Triple³,2013,1,5.72609,4
Top 5 Rummy,2013,1.8,6.77612,4
Nada!,2013,1.0455,5.55997,4
Dicht dran,2013,1.45,6.42704,5
Wild West Exodus,2013,3,7.81379,4
Schmovie,2013,1,6.10597,99
Geek Dice,2013,1,4.42727,5
Zombicide Season 2: Prison Outbreak,2013,2.6861,7.38367,6
Swish Jr.,2013,1,6.2641,6
WordARound,2012,1,6.0351,6
Critical Mass: Raijin vs Archon,2018,2,6.97935,2
Line Dice,2013,1,5.81081,6
Guile,2013,1,5.36027,2
Warmachine: High Command,2013,2.3125,6.1254,4
Hordes: High Command,2013,2.5789,6.31406,4
Night Eternal: The Game,2013,1.6667,6.03482,5
Firefly: The Game,2013,2.955,7.39427,4
Huida de Silver City,2013,2.4375,6.92522,4
Я твоя понимай,2012,1.5,6.34848,6
City Blocks,2013,1.5556,5.27308,2
They Who Were 8,2013,2,5.52348,4
How Many?,2013,1.5,6.066,2
Ascension: Rise of Vigil,2013,2.2754,7.16924,4
Machine of Death: The Game of Creative Assassination,2014,1.5714,5.39152,4
Trains and Stations,2013,1.8246,5.79465,5
Continental Divide,2013,3.5,6.69274,6
Galaxy Defenders,2014,3.2302,7.45048,5
Erie Railroad,2013,2,6.14298,5
Robots on the Line,2015,2.1,6.38408,4
Axis & Allies Air Force Miniatures: Bandits High,2013,2.8889,7.38649,6
Relic Expedition,2014,2.3333,6.72173,4
Shift: The Single Card CCG,2013,1.8571,6.26357,2
DC Comics Dice Masters: Justice League,2015,2.2941,7.3355,2
Mutant Chronicles Warzone Resurrection,2013,3.3333,7.91667,8
Spy or Die Trying,2013,2.8333,6.50472,4
Northern Pacific,2013,1.5217,7.04979,6
Domus Domini,2015,2.5,6.59743,6
Hull Breach: Loyalty & Vigilance,2014,2.6,7.47195,8
Teenage Mutant Ninja Turtles: Clash Alley Strategy Boardgame,2013,1,5.5,4
Flash!,2013,1,5.62088,6
Dungeon Roll,2013,1.3341,6.11123,4
LOKA: A Game of Elemental Strategy,2013,2.7778,5.95,4
Empires of Zidal,2013,3,6.55474,4
Furor Barbarus,2013,1.3,7.05326,2
Arkham Investigator,2013,2.4615,7.67453,10
Ici Londres,2013,1.25,6.26182,6
Camelot: The Build,2013,2.1,6.18216,5
Q•bitz Extreme,2012,1.6667,6.23235,4
Mascarade,2013,1.5314,6.60499,13
Upon a Fable,2013,2.4286,6.23706,6
Archon: Glory & Machination,2013,3.1034,6.94759,4
Días de Radio,2014,1.375,7.06483,4
Hoplomachus: Rise of Rome,2013,2.9444,8.13269,2
Firefly: Out to the Black,2013,1.9286,5.69908,5
Romolo o Remo?,2013,3.8571,6.65783,4
Terrene Odyssey,2015,2.6,6.35825,4
California Gold,2015,2.5556,6.37,5
Dilluvia Project,2015,3.6905,7.24658,4
UGO!,2013,1.6279,6.59111,4
DTC,2012,1.375,6.03667,6
Emperor's New Clothes,2014,2.8182,3.8948,8
Perplexus Twist,2013,2,6.86923,1
Realm of Heroes,2015,1.5,5.36852,6
Fields of Fire 2,2019,4.5833,8.21624,1
Superfight,2013,1.22,5.91009,20
Civility,2014,2.8333,6.14931,4
The Walled City: Londonderry & Borderlands,2014,3.1818,6.77068,4
Rockwell,2013,3.2045,7.10096,4
Karesansui,2013,2.1667,6.48984,6
Runicards,2013,2.375,6.65885,7
Dragon Teeth Washer,2012,1.4,5.78644,5
Mythe,2012,1.3846,5.94477,5
Tasnia,2013,2.2857,5.87583,4
ApocalypZe Card Game,2014,2.2,5.80909,4
MCS,2013,1.7692,7.09328,4
Arena Rex,2013,2.4,8.30114,4
Robotech RPG Tactics,2014,3.3846,5.29619,0
Star Trek: Attack Wing,2013,2.7111,7.50367,99
Migrato,2013,1.4,5.23196,2
Merlin Zinzin,2012,1,5.49239,6
Rifugio,2012,1.3333,6.49228,4
Quinto Império,2013,1.5,6.65093,4
Alchemist Academy,2013,1.5,5.07273,6
Belle of the Ball,2014,1.5,6.02842,5
Brew Crafters,2013,3.5793,7.43237,5
VivaJava: The Coffee Game: The Dice Game,2014,1.7778,6.6201,4
Clockwork Wars,2015,3.1429,7.59774,4
FrogFlip,2013,1,5.9,2
Twisted Farkel,2011,1,5.14302,6
Cthulhu Wars,2015,3.1457,7.90005,4
Fresco: Big Box,2014,2.74,7.71807,4
Kaosball: The Fantasy Sport of Total Domination,2014,2.5143,6.60492,4
Kingdom Builder: Big Box,2014,2.3514,7.60283,5
San Guo Sha: Complete Edition,2010,2.2,7.42208,8
Galaxy Trucker: Anniversary Edition,2012,2.8235,8.18279,5
Imagem & Ação: No Limite,2008,1,6.285,0
Hero Brigade,2014,3,5.76459,2
Fantasy Frontier,2014,2.5,6.34965,4
Fallen,2014,3.0678,7.92006,2
Small World Designer Edition,2015,2.5455,8.9964,6
T.E.G. Cartas,2012,0,5.33228,4
Pandánte,2014,1.9444,6.17863,6
Duel in the Dark (Second Edition),2009,2.5,6.85836,2
Pelican Bay,2013,2.2,6.25041,4
De Poorters van Nieuwstad,2013,2.8889,5.73565,4
Convert,2014,2.1429,7.05638,2
Chains to Champions,2013,2.5,6.69645,6
Maximum Throwdown,2013,1.087,5.56275,6
Clacks: A Discworld Board Game,2015,2.5556,6.25372,4
High Heavens,2015,2.2308,7.36315,4
Monopoly: Adventure Time Collector's Edition,2013,1.6667,5.10513,6
Carnival Zombie,2013,3.3091,7.09684,6
Assassin's Creed: Arena,2014,1.8333,5.72561,4
Ultimate Werewolf: Inquisition,2013,1.6818,6.52699,12
You Suck,2013,1.3636,5.92244,6
Myth,2014,3.8239,6.6098,5
The Daedalus Sentence,2016,2,6.67018,4
Koryŏ,2013,1.8667,6.62029,4
Word Whimsy,2013,1,6.89429,7
Scalawag!,2014,1.5714,5.98681,8
Francis Drake,2013,2.9208,7.41006,5
The Hobbit: An Unexpected Journey,2013,1.8214,6.20706,4
Gear & Piston,2013,2.125,5.73266,6
Lewis & Clark: The Expedition,2013,3.3367,7.48482,5
Target: Iran,2014,2.5,6.75641,1
The Walking Dead Board Game: The Best Defense,2013,2,6.05367,4
Enchanted Cupcake Party Game,2013,1,5.7138,5
Czas Honoru: Operacja Most III,2013,2.4667,6.38508,2
Fox & Chicken,2013,1.6667,6.69275,41
Cat Hiding,2013,1.1429,6.03705,5
Alhambra: Family Box,2011,2,7.27759,6
Carcassonne Big Box 4,2012,2.0317,7.78212,6
Progress: Evolution of Technology,2014,2.4216,6.52939,5
Say What You Meme,2013,1.3333,4.15771,10
Catan Junior Madagascar,2012,1.6,6.89851,4
Guardians' Chronicles,2014,2.7692,6.50945,5
Say Bye to the Villains,2012,2.1667,6.34202,8
Fluxx: The Board Game,2013,1.8889,5.69354,4
Hunter's Guild: The Vampire Forest,2014,1.75,5.39865,4
King Size,2012,1,5.17391,69
Personally Incorrect,2013,1,5.62787,10
Renaissance Man,2013,2.5385,5.72974,4
Maccabees,2009,1.5,7.00781,4
Operation: Maccabee,2010,1.6667,7.02315,4
Council of Verona,2013,1.3857,6.31993,5
Agent Hunter,2013,1.0952,5.72152,2
Blueprints,2013,1.6836,6.81809,4
Arboretum,2015,2.1587,7.36647,4
Actionworks,2013,1.6667,6.87561,6
In the City: Origins,2013,2,5.89014,5
Thunderstone: Starter Set,2013,2.3125,6.94972,5
Raccoon Rumpus,2013,0,5.73902,4
Leelawadee,2013,1.6667,5.7622,4
Sherlock Holmes Detective Story Game,2013,2.1667,7.149,1
Viagem no Tempo,2013,2.9167,7.13944,5
ElfQuest Adventure Game,2015,1.5,5.5,4
Colonial Space Wars: New Horizons,2013,2.4,7.80769,4
Romans Go Home!,2013,1.24,5.95274,4
Carcassonne Big Box 3,2010,2.0909,7.90321,6
Carcassonne Big Box 2,2008,2,7.82536,6
Thermopyles,2013,1.2727,4.03478,4
Space Sheep!,2013,2.1,5.11573,8
Kenya,2013,1,5.77467,5
Shelby's Snack Shack Game,0,1,4.78676,4
History Maker Baseball,2013,2.2308,8.30873,2
Agora,2013,2.4615,5.64971,4
Jazz: The Singing Card Game,2013,1,6.20714,10
Kohle & Kolonie,2013,3.8393,7.46079,5
DuCo,2013,1.7143,5.72845,5
Anno Domini: Avvenimenti bizzarri,2013,1,5.94186,8
Battle Scenes,2013,2,7.05073,2
Pirackie Skarby,2013,1,5.10213,5
Gold Nuggets,2013,1.25,5.8674,5
LEADERS: The Combined Strategy Game,2013,2.6429,6.67849,6
Koi Pond: A Coy Card Game,2013,1.8947,6.77739,4
Dead Men Tell No Tales,2015,2.5077,7.12471,5
Pass the Pandas,2014,1,6.2611,5
Geek Out!,2013,1.2273,5.70359,99
What the Food?!,2013,1.6,6.08126,8
Goro-Goro Dōbutsu Shōgi,2012,1.5,7.22951,2
A Study in Emerald,2013,3.4444,7.18808,5
Cluedo: Die drei ???,2013,1.3333,5.78571,6
CrossWays,2013,2,5.73061,4
Paperback,2014,1.9962,7.17544,5
SłowoStworki,2013,1,6.375,5
Fleet Admiral,2012,1.6667,5.22857,4
Fairytale Games: The Battle Royale,2014,3.6,3.92308,10
Disc Duelers,2013,1.3333,6.68915,21
PicWits!,2012,1,5.86724,10
Troll Hunt,2014,2,5.87707,3
Justice League: Axis of Villains Strategy Game,2013,1.4706,5.55867,4
String Safari,2013,1.4444,6.03397,5
Patronize,2013,2.1429,6.06615,5
Sail to India,2013,2.2153,6.71124,4
Piñata,2013,1.5,6.81544,2
Dirigible Disaster,2013,1.8333,7.04636,5
7-Card Slugfest,2013,1.5455,5.79612,8
Give It to the King!,2013,1,5.0557,4
Supremacy 2020,2015,3.5,7.476,6
The Agents,2013,2.3678,6.25876,5
Alarm!,2013,1.4,5.93783,6
Yorsh,2013,0,4.48387,9
Chronos Conquest,2014,1.6667,5.99697,6
Lost Legacy,2013,1.3276,6.46302,6
Stack & Attack,2013,2.1429,6.35455,4
Carcassonne Big Box,2006,2.3125,7.56939,5
Deadzone,2013,2.8333,7.36679,4
Space Cadets: Dice Duel,2013,2.0891,6.77688,8
Kings of Israel,2014,2.375,7.29639,4
Promised Land: 1250-587 BC,2013,3.08,6.92274,6
Guildhall: Job Faire,2013,2.1778,7.13174,4
Tsukiji,2017,1.9565,7.2808,4
Dominion Big Box (English),2010,2.7442,7.93223,4
Dominion Big Box (German),2011,2.5,7.76944,4
Plucky Pilots,2013,1.1818,6.06052,4
Стартап,2011,2,5.43182,5
The Phantom Society,2013,1.5,5.8366,4
Ronin: Skirmish Wargames in the Age of the Samurai,2013,2.25,7.424,2
All Quiet on the Martian Front,2014,2.2857,7.00444,2
Vye: The Card Game of Capture and Control,2013,1.6176,6.73425,5
Draco Magi,2014,2.0571,6.30323,2
Prospectus,2016,2.5,6.97445,4
Bomb Squad,2013,2.25,6.46883,6
Anomia: Party Edition,2013,1.0303,7.07923,6
Der Millionen Coup,2013,2.25,6.69298,4
Funemployed,2013,1.1842,6.73395,20
Railways Express,2013,1.6842,4.79175,4
Kobayakawa,2013,1.1905,6.33086,6
Eight-Minute Empire: Legends,2013,1.974,6.95747,4
Mob Town,2013,1.4,6.62878,4
Sushi Dice,2014,1.0882,5.85966,6
Palmyra,2013,2.1818,6.17738,5
Escape Plan,2019,3.6832,7.58273,5
Dwarven Miner,2013,1.9231,6.43442,4
The Red Dragon Inn 4,2013,1.8,7.32793,4
Fuentes de Oñoro 20,2013,2.8,7.74375,2
Continental Express,2014,1.25,6.02468,4
Cornish Smuggler,2013,3.1957,5.92272,5
One Night Werewolf,2012,1.2121,6.14161,7
Grabolo,2012,2,5.75647,5
Titans Tactics,2013,3,6.75866,2
The Lord of the Rings: The Two Towers Deck-Building Game,2013,2.1852,6.86971,5
Rory's Story Cubes: Clues,2013,1,6.65025,12
Rory's Story Cubes: Enchanted,2013,1.0909,6.64018,12
Rory's Story Cubes: Prehistoria,2013,1,6.65868,12
"Moby Dick, or, The Card Game",2013,2.1875,5.65,4
The Jelly Monster Lab,2013,1,4.50735,5
Incredible Expeditions: Quest for Atlantis,2015,2.6923,5.89134,5
Havok & Hijinks,2014,1.6,6.76685,4
IncrediBrawl,2014,1.6667,5.71858,4
oddball Äeronauts,2014,1.6,5.87934,2
World Series of Yahtzee,2012,1,6.09217,4
Flick Wars,2019,2.3333,6.90802,6
Chaosmos,2015,2.725,6.94299,4
DC Comics Deck-Building Game: Heroes Unite,2014,2.1,7.39507,5
Infection: Humanity's Last Gasp,2013,2.1111,7.31182,1
The Offensive Band Name Generator,2014,1,6.23387,20
Enemy Coast Ahead: The Dambuster Raid,2014,3.15,7.73593,3
Foragers,2016,2.0833,6.43336,4
Mayday!Mayday!,2013,1.9375,6.4253,8
Thunderstone Advance: Numenera,2013,2.7385,7.2868,5
Cache Me If You Can!: The Geocaching Board Game,2013,2.5,6.73698,4
Nanahoshi,2013,1.75,6.34226,2
"The Greek Civil War, 1947-49",2014,3,6.6973,2
Hunters of Arcfall,2014,1.4286,6.05769,6
Gravwell: Escape from the 9th Dimension,2013,1.7328,6.90254,4
Dragon vs Bear: China vs Russia in the 21st Century,2014,3.2,6.81765,3
Alea Iacta Est,2013,3.2143,7.38519,2
"Goeben, 1914",2014,2.2,6.7931,1
Even Steven's Odd,2013,1,6.17768,4
Tute,0,2,6.80816,4
Luchador! Mexican Wrestling Dice,2013,1.2267,6.45683,6
7 Dice Wonders,2013,1.875,6.43404,4
Camp Grizzly,2013,2.0882,7.41599,6
Constructo,2014,1.4,6.92462,2
Saboteur Gold,2011,1.5152,6.87369,12
SOS Titanic,2013,1.6364,6.68898,5
Kashgar: Merchants of the Silk Road,2013,2.2535,7.08441,4
Steam Works,2015,3.1698,6.88706,5
Smash Up: The Obligatory Cthulhu Set,2013,2.1951,6.75112,2
Jungle Speed: Silver,2013,1.2,5.71591,4
The Battle for Sector 219,2014,1.3333,6.54362,2
Villainous Vikings,2014,2.2,5.93194,5
Goblins vs Zombies,2013,2,6.44174,3
Stak Bots,2013,1.6,6.25795,6
Yunnan,2013,3.2376,7.12299,5
Petits meurtres & faits divers: au tribunal,2013,1,6.95765,7
Castellion,2015,2.0645,6.94461,2
Sylvion,2015,2.0485,7.10812,2
Gothic Doctor,2015,1.9,6.80893,4
The Hobbit: An Unexpected Journey – Journey to the Lonely Mountain Strategy Game,2013,3.5,5.48039,4
Florenza: The Card Game,2013,2.5185,6.77811,4
In Her Majesty's Name: Steampunk Skirmish Wargaming Rules,2013,2.5,7.64789,0
World War Z: The Game,2013,1.6,4.42565,4
Bluff in Zoo,2013,1.1111,6.31484,6
Coal Baron,2013,2.5527,7.28116,4
Quantum,2013,2.4528,7.26837,4
Monster Mansion,2013,1.9167,5.82218,8
Codename: Oracle,2014,2,6.28659,2
Eternal Dynasty,2015,3,7.04072,5
Migration: A Story of Generations,2012,2,7.1754,4
The Majority,2008,2.3333,6.36333,4
Give Me Five,2013,1,6.52228,9
Nightfall: Eastern Skies,2013,2.6667,7.68571,5
Glass Road,2013,2.978,7.44869,4
Romance of the Nine Empires,2013,3.1,6.22882,5
NanoBot Battle Arena,2014,1.8,6.46818,8
BANG! The Dice Game,2013,1.2781,6.94018,8
2WW: The War in Europe,2012,2.6667,7.45513,3
Texas Zombies,2012,1.3333,5.64393,6
Global Mogul,2013,3.4,6.97891,4
Chantilly: Jackson's Missed Opportunity,2013,1.6667,5.65323,2
Saalfeld: Prelude to Jena – 10 October 1806,2013,2.125,6.18875,2
Spot it! Party,2013,1,6.23878,8
Something Different,2013,1.3333,5.16468,6
ebbes,2013,2.1739,6.6738,5
Machi Koro,2012,1.5299,6.62445,4
VOLT: Robot Battle Arena,2014,2.0385,6.98397,4
CV,2013,1.8615,6.61454,4
Capo Dei Capi,2013,1.5909,6.75011,2
Diamonsters,2013,1.0556,5.51423,6
Patchistory,2013,3.7597,7.1219,4
Family Feud Strikeout Card Game,2011,1,5.35724,99
Oneupmanship: Mine's Bigger,2013,1,1.04133,4
Four Tribes,2013,1.9,7.204,2
Fire in the Lake,2014,4.0934,8.0776,4
Blocky Mountains,2014,1.75,7.00601,7
FUBA,2013,2.6429,7.45245,2
Antimatter Matters,2013,1.4286,4.53516,6
Impulse,2013,3,6.82366,6
Amerika,2015,2.3333,7.42206,3
Relic Runners,2013,2.1089,6.61258,5
Intrigue City,2013,2.6875,6.83304,5
Artifact,2013,2.7,5.65289,5
Munchkin Legends,2013,1.7037,6.42512,6
Doodle Jump,2013,1,5.38256,4
Rococo,2013,3.0947,7.5904,5
Mess Machine,2014,2,5.60329,4
Once Upon a Time... Life,2012,1,5.1913,4
Help Wanted,2013,1,6.532,8
Canalis,2013,2.75,6.26608,4
Dungeon Dwellers,2014,2.75,6.39966,6
Elevenses,2013,1.4032,6.23989,4
Power Play: Schemes & Skulduggery,2014,2,7.12231,8
Shindig Machine,2013,2,6.85333,8
Nauticus,2013,2.9878,6.93491,4
Manno Monster,2013,1.625,6.37798,4
Der Hobbit: Smaugs Einöde,2013,1.5,6.19774,4
Nichtlustig: Noch mehr Labor Chaos,2013,0,6.2,6
Cycling Party,2014,2.1,6.70667,6
Werwölfe Deluxe,2013,1.6667,6.80547,68
Jungle Speed: Safari,2013,1.0625,6.17686,6
Myths at War,2013,2.381,7.46694,6
Them's Fightin' Words!,2013,0,6.83088,6
Packet Row,2013,1.9487,6.11552,5
Pasha,2013,1.375,6.17551,5
Mysteries?,2013,1.8,7.0363,8
Dungeon Twister: The Card Game,2013,2.9615,6.23456,2
Glastonbury,2013,1.5,6.52765,4
Theseus: The Dark Orbit,2013,2.8319,7.07193,4
The Builders: Middle Ages,2013,1.7931,6.49296,4
Where Art Thou Romeo?,2013,1.1333,5.00157,5
Circus Train (Second Edition),2013,2.381,7.07395,5
For the Crown (Second Edition),2012,3.2667,7.2733,2
Dawn of the Zeds (Second edition),2013,3.1667,7.85996,1
Last Chance for Victory: The Battle of Gettysburg,2014,4.08,8.78548,2
Pizza Party,2013,1,5.20914,2
Atacama,2013,1.4,5.94867,4
Bruxelles 1893,2013,3.5812,7.6393,5
Bitter Woods: Designer Edition,2014,2.8571,7.79412,2
Futterneid,2013,1.6667,5.66801,5
City Council,2013,3,6.10829,5
Sukimono,2012,1.9091,6.61613,6
Adventure Time Card Wars: Finn vs. Jake,2014,1.7073,6.21398,2
Russian Railroads,2013,3.4094,7.76242,4
Arcane Academy,2016,2.1579,6.77919,4
Seas of Iron,2013,1.5,5.42105,4
Machina Arcana,2014,3.3077,7.49674,4
"Going, Going, GONE!",2013,1.25,6.18883,6
The Sheep Race,2013,1.5333,6.58486,6
Angry Dice,2014,1,5.19336,0
Argent: The Consortium,2015,3.8125,7.68307,5
Zombie 15',2014,2.2235,6.85815,4
The Games of Middle Earth,1977,3.2727,7.38214,3
Ascension: Darkness Unleashed,2013,2.3103,7.42568,2
Sushi Draft,2012,1.4444,5.62832,5
Trailer Park Boys Board Game,2013,1.6667,6.74048,6
Murder in Greenrock Village Theatre,2009,2.8,6.60417,1
Battle of the Scheldt: The Devil's Moat,2013,2,6.37667,2
Iwo: Bloodbath in the Bonins 19 Feb – 17 Mar 1945,2013,2.7,6.94068,2
Lords of War:  Elves versus Lizardmen,2013,2,6.75589,8
Clusterfight!,2014,1,6.90023,12
Sultaniya,2014,2,6.52779,4
Cardline: Globetrotter,2013,1.3929,6.38022,7
Pentos,2013,1.6,5.79506,5
Puppet Wars Unstitched,2013,2.7143,7.5399,2
Piwne Imperium,2013,3.4444,5.96222,3
Shinobi Clans,2013,2.125,6.26779,5
7 Days of Westerplatte,2013,2.3846,6.59041,4
Raverun,2013,2,4.15726,3
Pick-a-Polar Bear,2013,1.0455,6.40152,5
Timeline: Music & Cinema,2013,1.0952,6.74307,8
Prosperity,2013,2.5566,6.67763,4
L'Aéropostale,2013,2.9524,6.9224,5
The Other Hat Trick,2013,1,6.65581,3
404: Law Not Found,2013,2.3333,5.87018,6
Craftsmen,2013,4.0714,6.63151,5
Jenga: Tetris,2013,1.5,4.93023,99
Quest: Awakening of Melior,2013,2,6.40244,1
Neptune,2013,1.5,5.78842,4
Cthulhu's Vault,2015,1.3,5.85198,6
Marrying Mr. Darcy,2014,1.3774,6.4101,6
San Guo Sha: Kingdom Wars,2012,2,7.34595,12
Three Kingdoms Redux,2014,4.0374,7.89564,3
The Outcast Heroes,2013,2.7143,6.15042,4
End of Empire: 1744-1782,2014,2.8182,7.60192,2
Gem Rush,2013,1.8333,6.66526,6
Strajk! Skok do wolności,2013,2.5,5.66977,5
Crisis: Tokyo,2013,1.5714,5.17887,5
Café Melange,2013,2.2667,6.69811,4
Don Capollo,2013,1.5,7.01624,6
Hobbit Tales from the Green Dragon Inn,2013,1.4118,6.67414,5
HeartSwitch,2013,2,6.41491,6
Der Schatz von Castellina,2013,1,6.27088,4
The King's Armory,2015,3.1429,6.93041,7
Privateer,2016,2.4444,6.41171,6
Fun Farm,2013,1.0526,6.17743,10
Munchkin Special Holiday Edition,2009,1,5.90323,6
Islands of the Damned: Wake Island and Peleliu,2015,2.125,7.38143,1
Asgard's Chosen,2013,3.1667,6.125,4
CLUE: The Big Bang Theory,2013,1.875,5.88232,6
sQuizz,2013,0,6.33191,8
Alley Thieves,2014,1,5.8,4
Citrus,2013,2.5,7.10763,5
Journey: Wrath of Demons,2015,2.7143,6.97986,4
Deadline,2017,2.0556,6.72582,4
Stinker,2015,1.3333,6.89823,6
Mad QUAO,2013,1.3333,5.2193,8
NFL Game Day,2013,0,5.65805,4
Ascension: Apprentice Edition,2013,1.9565,7.10734,2
Coconuts,2013,1.0408,7.04054,4
The Cards of Cthulhu,2014,1.8333,6.81096,4
Le Fantôme de l'Opéra,2013,2.2162,7.00816,2
Nowheresville: Bandit Paradise,2013,2,6.38839,5
Hemloch: Vault of Darkness,2013,2.2,6.34344,2
Invaders,2013,2.7727,6.89437,2
Scoville,2014,2.7836,7.1511,6
SecuenzooS,2013,1.6,6.69952,5
Eat Me If You Can!,2012,1.0345,6.02375,6
Zero Hour: Survival Horror Card Game,2014,2,4.53611,6
Cucco 21,2012,1,5.84468,12
Gamedec,2013,3.1667,6.53109,6
Dungeon Attack!,2013,1.5,6.29758,4
Monopoly Empire,2013,1.2333,5.57113,4
Vici,2014,2,6.16647,2
CapCom Street Fighter Deck-Building Game,2014,2.1026,6.65288,5
Choose One!,2013,1.3333,5.95357,10
Desktopia,2013,2,5.89062,4
Battleborn Legacy,2017,3,7.95827,4
Empire Engine,2013,1.6792,5.73817,4
A Duel Betwixt Us,2014,1.6667,5.246,2
Wetland,2013,1,5.23787,4
Hoplite,2014,3.5,7.75868,4
Talon,2016,2.551,7.58613,6
Dreadball: KickOff,2013,3,6.92222,2
Eldritch Horror,2013,3.3209,7.78712,8
Donburiko,2013,1.3846,6.33717,4
Eggs of Ostrich,2012,1.1818,6.7816,3
Plunder,2013,2,5.82645,6
UnNatural Selection,2013,1,5.30446,10
Coin Age,2013,1.3333,6.04291,2
A.E.G.I.S.: Combining Robot Strategy Game,2018,2.1429,7.73015,6
Galapagos,2013,1.5,5.38184,4
Quick Cups,2013,1.0444,6.25347,4
Käse Würfeln,2013,1.1667,5.27187,5
Flash 10,2013,1,6.08052,5
30 Seconds Junior,2013,1,6.67111,20
New Haven,2013,2.0645,6.4791,4
Arche Noah,2013,1,5.84627,5
Mauna Kea,2013,1.6364,5.73914,4
Legends of the American Frontier,2016,2.5,6.45553,7
Ruckus: The Goblin Army Game,2014,2.25,6.07989,4
Dead Man's Hand,2013,2.1429,7.88554,6
Forge War,2015,3.7544,7.23455,4
Witch Hunt,2013,1,5.28788,6
1714: The Case of the Catalans,2014,2.8182,6.9226,5
Kings of Artifice,2013,2.8,6.18892,4
Showdown: Icons,2013,2,6.275,2
Angry Sheep,2014,1.2857,4.59808,4
Sangoku,2016,2,4.94333,5
Formissimo,2008,1,6.50595,5
Vikings: Warriors of the North,2013,1.7368,5.25289,4
Tash-Kalar: Arena of Legends,2013,2.8475,7.17381,4
Malacca,2013,2,6.0634,8
Bowling for Zombies!!!,2013,1,4.9587,5
Kronen für den König,2013,2,5.44318,4
Ghost Fightin' Treasure Hunters,2013,1.6449,7.15437,4
The Amberden Affair,2013,1.8571,5.71591,6
This Is Not a Test: Post-Apocalyptic Skirmish Rules,2013,2.5,8.7,2
Ender's Game: Battle School,2013,2.3333,5.68627,2
Sentinel Tactics: The Flame of Freedom,2014,2.5,6.63116,8
Warhammer: Diskwars,2013,2.768,7.08525,4
BattleLore: Second Edition,2013,2.7034,7.71742,2
Wrath of Kings,2015,2.9,7.91215,0
Bam!: Das unanständig gute Wortspiel,2013,1,5.47702,10
T.I.M.E Stories,2015,2.5989,7.50731,4
Imaginarium,2011,1.1111,6.42971,7
Infamy,2013,2.85,6.82076,4
Quilt Show,2014,1.8947,6.41682,4
Logo Party,2013,1.25,5.15981,0
Discount Salmon,2013,1,5.61005,5
Legendary Encounters: An Alien Deck Building Game,2014,2.7045,7.77802,5
Space Junk,2014,1.5,5.78144,6
Golem Arcana,2014,2.7708,6.48051,8
Badass Zombie Killers,2013,1,6.25714,6
Munchkin Adventure Time,2014,1.8913,6.4806,6
Longstreet,2013,2.8889,7.81067,2
TF22: RELOAD!,2013,2.25,6.83667,4
Rampaging Jotunn,2016,2,7.67797,2
Granny Wars:  A Game of Tit for Tat,2013,1.2,6.47195,8
A Touch of Evil: Dark Gothic,2014,2.1429,6.94216,6
Shadows of Brimstone: City of the Ancients,2014,3.3481,7.96848,4
Sanssouci,2013,2.0984,7.12729,4
Cappuccino,2013,1.25,6.22843,4
ConeZILLA,2013,1,5.58786,4
NFL Rush Zone,2013,1,5.0642,6
Train Heist,2013,2.1667,6.47406,4
La Granja,2014,3.5837,7.65763,4
Wildcatters,2013,3.9306,7.61724,4
Chain of Command,2013,3.2308,8.425,4
Walking on the Moon,2016,1.6,6.81398,5
Warlock,2013,3.3043,6.50266,5
Let Them Eat Shrimp!,2014,1.5,6.64823,5
Katapult,2012,1,6.71794,4
Zombie Kidz,2013,1.1111,6.00913,4
Star Realms,2014,1.9397,7.57958,2
Hollywood,2013,1.9231,6.43824,6
World of Tanks: Rush,2013,2.0625,5.92038,5
Larceny,2013,1.25,5.94286,10
Wooolf!!,2013,1.9524,6.61276,8
Monopoly: My Little Pony,2013,1,5.55171,6
The Witcher Adventure Game,2014,2.4779,6.36982,4
Elemental Blast,2013,1.1667,5.96953,7
Whacky Wit,2013,2,6.58591,5
Primate Fear,2013,1,6.01061,6
A Game For Good Christians,2013,1,5.83,7
Concept,2013,1.3912,6.80505,12
Blue Moon Legends,2014,2.2703,7.28963,2
Guerra De Mitos II,2013,2.2,7.71014,6
El Grande Decennial Edition,2006,2.9697,8.36154,5
Soccer City,2013,2.4167,7.26331,2
Yggdrasil (Second Edition with Asgard Expansion),2013,2.3529,7.76547,6
Linkee!,2012,1.125,6.33408,200
Copper Country,2015,2.7083,6.77831,4
Catan: Family Edition,2012,2.2857,6.61849,4
Oaxaca: Crafts of a Culture,2018,2,7.02401,4
Lembitu,2015,2.625,6.44516,4
The Ancient World,2014,2.7264,7.01021,4
Pocket Imperium,2013,1.9412,6.22169,4
Carcassonne: South Seas,2013,1.8819,7.07368,5
Om Nom Nom,2013,1.2121,6.29501,6
Cuboro Tricky Ways,2013,2.3333,6.42436,4
Yu-Gi-Oh! Dice Masters,2015,2,6.83391,2
Robot Turtles,2013,1.3514,5.96709,5
Irish Freedom,2013,2.25,7.39032,1
Dr. Hrubec,2013,2.25,5.64423,5
Kyoto Protocol,2015,1.6667,6.56517,7
Ajo y Agua,2013,1.5,6.07949,6
