Name,YearPublished,GameWeight,AvgRating,MaxPlayers
Room 25,2013,1.93,6.72555,6
Tricks & Treats,2012,1.5,6.01135,4
Penny Arcade: Paint The Line ECG – Red Tide,2012,1.9231,5.51034,2
Bora Bora,2013,3.7373,7.56731,4
Stormy Seas,0,1,6.69531,4
Origin,2013,2.1455,6.67041,4
Metal Adventures,2015,2.4,6.12277,6
The Lord of the Rings: The Fellowship of the Ring Deck-Building Game,2013,2.1143,6.8023,5
Batman: Arkham City Escape,2013,2.0714,5.71793,2
Baobab,2012,1.1765,6.21765,4
Tweeeet,2012,1.7241,6.21002,6
1830 Cardgame,2012,2.4,6.27576,6
Blades of Legend,2012,2.5,6.22917,11
Fairy Land,2012,2.0625,6.51326,4
Al Rashid,2012,3.4615,6.62914,5
Enigma,2012,2.0741,6.42665,4
Thousand Islands Railway,2012,2,5.77206,5
Storm Hollow: A Storyboard Game,2017,2,8.38861,7
Legends of Andor,2012,2.7652,7.18506,4
Columba,2012,2.25,6.91903,4
Dahschur: Die Rote Pyramide,2012,2.6,6.84754,4
Taschkent,2012,2,6.41176,4
Der Hobbit: Eine unerwartete Reise – Das Spiel zum Film,2012,1.7391,5.75022,4
Star Wars: Angriff der Klonkrieger,2012,2,6.39351,4
Bolt Action,2012,2.7674,7.79719,6
Buffalo,2012,1.75,5.83284,8
A Distant Plain,2013,3.8222,7.86006,4
Angry Birds: Space,2012,1,3.96543,4
Resident Evil Deck Building Game: Mercenaries,2012,2.5714,7.20746,4
Battleship Live,2010,1.75,6.42744,2
Slavika,2012,2.2444,5.8913,5
Movie Trailer,2012,0,5.58056,8
Black Stories: Mittelalter Edition,2012,1.75,5.86339,15
Black Stories: Sex and Crime Edition,2012,1.5,6.02293,15
Naval War of 1812,2012,1.4167,6.77797,2
Airborne In Your Pocket,2019,1.375,6.75007,4
Alliances,2013,2.2,4.52559,4
Suspend,2012,1,6.27117,4
Express 01,2012,2.9,4.97152,4
"Mage Tower, A Tower Defense Card Game",2013,2.8333,6.60425,4
Colonies,2012,3.6,7.03583,5
Kanzume Goddess,2012,2.2963,6.58735,6
Eagles & Missiles,2012,2.25,6.64516,4
Dungeon Heroes,2013,2.1852,6.34904,2
LOT,2012,1.5,7.45472,2
Heroes of Metro City,2013,2.6667,5.68795,4
Qin,2012,2.0204,6.78892,4
Rally Fally,2012,1,5.29211,4
Extra! Extra!,2015,3.1667,6.6992,6
CLASH: Jihad vs. McWorld,2012,1.7333,5.18095,2
Uchronia,2012,2.7273,6.49097,5
Vege Tables,2012,2,6.83158,5
Clash of Wills: Shiloh 1862,2012,2.1875,6.65519,2
Hooyah: Navy Seals Card Game,2012,2.04,6.23146,4
Damage Report,2014,2.6,6.44017,6
Battlegroup: Kursk,2012,3.3333,7.7451,0
Dragon Farkle,2015,1.5556,6.44566,5
Farkle Flip,2011,0,5.34146,99
Don't Rock the Boat,2012,1.1429,4.91288,4
Ars Victor,2013,2.3684,7.33053,2
Helvetia Cup,2012,2.6923,6.73425,2
Shafausa,2012,3.3077,6.03519,6
Danube 20,2012,2,7.48095,2
Ginkgopolis,2012,2.9222,7.49647,5
Party & Co Disney,0,0,5.58034,16
SET Junior,2012,1,5.5493,4
Chaos & Alchemy,2012,2.0833,6.00994,5
Librium,2011,1,6.62198,4
Bohn to Be Wild!,2012,1.7812,6.6746,7
Dice of Arkham,2012,2.2,6.25,1
Asteriated Grail,2010,3.2308,7.43333,6
Relic,2013,2.4901,6.77123,4
Darkest Night,2012,2.8088,7.08509,4
Murder of Crows,2012,1.3,6.02589,5
Gentlemen Thieves,2012,1.8095,6.20892,5
Völuspá,2012,1.9315,6.66745,5
Evil Baby Orphanage,2012,1.5333,5.27514,6
(Your Name Here) and the Argonauts,2012,1.3846,7.13287,1
Viticulture,2013,2.9324,7.56608,6
Saqqara,2012,2.3333,5.15305,5
Heptalion,2012,1.3333,7.41944,4
Northwest Passage Adventure,2012,1.7778,6.14661,4
Timeline,2012,1.1515,6.4582,8
BANG! 10th Anniversary,2012,1.9091,6.93575,7
Samurai Sword,2012,1.7692,6.66975,7
Spartacus: A Game of Blood and Treachery,2012,2.7099,7.4716,4
Ricochet Rock Jockeys,2012,1.75,4.18085,6
Vampire Empire,2012,2.175,6.68751,2
Crisis,2016,3.0533,7.54825,5
Revolver 2: Last Stand at Malpaso,2012,2.2632,6.9732,2
Pax Porfiriana,2012,3.5885,7.68413,6
"Toulon, 1793",2014,3.5333,7.27541,5
Pyramidion,2012,2.6,5.94352,4
The Resistance: Avalon,2012,1.7612,7.56414,10
Blockers! The Card Game,2012,1.1667,5.43746,4
New Amsterdam,2012,3.22,7.06394,5
Pyramid Raiders,2012,2,5.7925,6
Rattus Cartus,2012,2.1667,6.51698,5
Shinobi: War of Clans,2012,1.4375,6.03154,5
Noblemen,2012,3.0515,6.91826,5
Pack of Heroes,2014,2,6.28387,2
1775: Rebellion,2013,2.2351,7.67462,4
Gran Circo,2012,2,7.32922,5
Jungle Ascent,2013,1.5909,6.43358,4
"No Retreat 3: The French Front, May/June 1940",2012,3.1111,7.11705,2
Brawling Barons,2012,2.05,6.26607,3
Relic Knights: Darkspace Calamity,2014,2.5,6.33148,4
Wolsung Steampunk Skirmish Game,2011,2.4,8.23649,4
P.I.,2012,2.2526,6.69813,5
Le Havre: The Inland Port,2012,2.5061,6.83867,2
Meins!,2012,1,5.26585,4
Startropolis,2019,2,6.21667,4
Roll For It!,2011,1.0435,6.12302,4
Trainmaker,2012,1.25,6.33528,6
Band of Brothers: Ghost Panzer,2013,2.697,8.01645,2
"Celles: The Ardennes, December 23-27, 1944",2012,2.3636,7.83717,2
Wings of Glory: WW1 Duel Pack,2013,2.2857,7.9853,2
Blocks in the East,2012,3.6571,7.70417,4
HERO versus GUARDIAN: A Game of Dungeon Craft,2013,2,5.93333,4
Nehemiah,2014,2.6667,6.78611,4
Prime Wars,2013,1.125,5.64167,4
Skyway Robbery,2015,2.5714,6.61575,5
War: Batalhas Mitológicas,2012,2.3333,5.63134,4
YOU are the Maniac!,2012,2.2,5.67857,4
Gauntlet of Fools,2012,1.4714,6.00168,6
Campaign Trail,2019,2.8,7.79884,6
Quartex,2012,1,5.8773,5
"Congo Merc: The Congo, 1964",2012,1.8571,6.31598,1
Border War: Angola Raiders,2012,1.7,6.27162,1
"Caesar's War: The Conquest of Gaul, 58-52 BC",2012,1.4615,6.50619,2
"Belisarius's War: The Roman Reconquest of Africa, AD 533-534",2012,1.5455,6.44423,2
Khyber Rifles: Britannia in Afghanistan,2012,1.7273,6.71746,2
Custer's Final Campaign: 7th Cavalry at Little Bighorn,2012,1.8333,6.3129,2
Eagle Day: The Battle of Britain,2012,2.125,6.64407,2
Cactus Air Force: Air War Over the Solomons,2012,2.5,6.05522,2
Castle Dice,2013,2.2667,6.65774,4
Kaijudo,2012,1.6667,6.08947,2
Lebanon '82: Operation Peace for Galilee,2012,2.1667,6.46433,3
FAB: Golan '73,2016,3.4286,7.50009,2
The Cave,2012,2.5155,6.5024,5
Munchkin Pathfinder,2013,1.6154,6.34147,6
Amber,2012,1.7,5.10768,6
Mercurius,2012,2.4194,6.15331,5
Ark & Noah,2012,2.7368,6.61678,4
Monopoly Millionaire Deal Card Game,2012,1.3182,5.91651,5
Scotland Yard,1990,2.5,6.50773,2
Legendary: A Marvel Deck Building Game,2012,2.4399,7.56408,5
Duel of Ages II,2013,3.4111,7.42501,8
Black Stories 8,2012,0,5.9,15
Card of the Dead,2011,1.1724,5.45827,5
Bee Alert,2012,1.125,6.64096,5
Tapple,2012,1.0435,6.35953,10
Παλέρμο: Το Μεγάλο Ξεκαθάρισμα,2013,1,6.81765,20
Foreclosed!,2012,2,5.73098,6
Rondo,2012,1.3714,6.55317,4
DOG Royal,2012,2.1667,6.56335,6
Love Letter,2012,1.1916,7.23317,4
Irezumi,2012,2,6.53243,4
Paul Koenig's Market Garden: Nijmegen Bridge,2012,1.9091,7.02976,2
Card City,2012,2.05,6.02802,4
DreadBall: The Futuristic Sports Game,2012,2.8659,7.33069,2
Boom Boom Balloon,2012,1,5.92111,6
Cockroach Poker Royal,2012,1.0986,7.04889,6
KIPP X,2012,1,6.7443,4
Salmon Run,2013,1.825,6.53411,4
Czech Pub,2012,1.6667,5.24516,6
La Venise du Nord,2012,2.7143,6.43217,4
Shadows over Camelot: The Card Game,2012,1.9429,5.72575,7
Ha! Ha! Moustache,2012,1.3333,4.77983,99
Hey Froggy!,2012,1.8,5.48679,4
HomeStretch,2012,1.6333,6.71444,6
AttrAction,2012,1.1667,6.27542,5
The Palaces of Carrara,2012,2.614,7.16593,4
Teomachia,2012,3,6.19283,4
Make 'n' Break Party,2012,1,6.23913,9
Dragi Drache,2012,1,5.45093,4
Schlag den Raab: Das Quiz,2012,1.75,6.68889,6
Master Plan,2012,1.2857,6.09597,6
"Warhammer 40,000: Dark Vengeance",2012,3.3,7.31048,2
Game of Thrones: The Card Game,2012,2.7037,6.2304,2
Over/Under,2008,1,5.89385,99
Think Again!,2012,1.3333,5.87321,10
Mini Kubb,0,1.2727,7.33187,12
La Loire,2012,3,6.15916,4
Hinge of Fate,2013,2.2,6.84516,4
"War of the Pacific, Chile vs. Perú and Bolivia, 1879-1883",2013,2.25,6.7,3
In Country: Vietnam 1965-1975,2013,3.5,7.21,2
Fail Safe: Strategic Nuclear Warfare in the Cold War,2013,2.5714,7.05682,2
Compatibility 15th Anniversary Edition,2011,1,6.61111,8
Ohne Furcht und Adel,2012,2.4483,7.04134,7
Burning Suns,2013,3.4211,7.02818,5
Tales & Games: The Hare & the Tortoise,2011,1.3824,7.09161,5
Speedy Recall,2012,1,5.80469,6
Cock & Bull,2009,1,6.50394,2
Auf die Nüsse!,2012,1.75,6.08425,4
Big Badaboom,2012,1.8,5.33784,5
Out of Gears,2012,1.5,6.18373,8
Monopoly Millionaire,2012,1.9167,5.17133,4
Spice Merchant,2012,1.2,6.37019,4
Volcano Island Countdown,2012,1.25,6.10429,4
Spellbound,2012,2.6154,6.79574,4
Dux Britanniarum: Wargame Rules for Dark Age Warfare in the Age of Arthur,2012,2.3333,7.70513,6
Fibber,2012,1,4.5382,4
Go First Dice,2012,1,8.38298,4
Hungry Hungry Hipsters,2012,1,6.0475,8
Ruhrschifffahrt 1769-1890,2012,3.5,7.2078,4
Broadhorns: Early Trade on the Mississippi,2018,2.8333,6.80744,4
TF22: LOAD!,2012,2.2,6.80816,2
Marauders,2012,2.2857,5.19941,4
Small City,2015,4.02,7.50129,4
Stones of Fate,2015,1.6667,6.57775,4
Kumbu: Dubbelzijdig Kaartspel,2012,1.25,6.10256,8
Vorpals,2010,2,7.03703,5
Warhammer: The Game of Fantasy Battles (8th Edition),2010,4.4091,7.38514,2
Shark Attacks!,2012,1,6.10451,6
Clue,2012,1.5312,6.00954,6
Like: The Social Game,2012,1.7143,5.61905,8
10 Tage durch Deutschland,2012,1.5,6.34032,4
Star Wars Labyrinth,2012,1.1667,6.12263,4
Start 11!  The Board Game,2012,1.2222,6.26842,4
Lost Valley: The Yukon Goldrush 1896,2014,2.875,6.75611,6
Feed the Woozle,2012,1,5.43036,5
The Hobbit: An Unexpected Journey – Das Kartenspiel,2012,1.4,5.67297,4
Loos: The Big Push,2012,2.1111,6.41351,2
iKNOW,2012,1.4865,6.36501,6
Air King,2012,1.375,5.6329,4
Construction Zone,2012,1.3,5.88258,4
Super Big Boggle,2012,1.4,7.16689,20
Banana Matcho,2012,1.0714,5.9758,6
Mimikri,2012,1.25,5.44697,4
Jackal & High,2012,1.1579,5.93231,5
Rancho,2012,1.5714,6.06417,6
Central Market,2012,2.25,5.92652,5
Storage Wars: The Game,2012,1.25,5.89303,6
Mr. Card Game,2014,2.5625,5.93746,5
The Enchanted Tower,2012,1.1364,6.66946,4
Titten Ärsche Sonnenschein,2013,2,4.64048,5
Rumble in the Dungeon,2012,1.12,6.32979,6
Stratego Card Game,2012,1.3333,5.77243,2
Blood Bound,2013,1.6562,6.60936,12
Cardline: Animals,2012,1.1493,6.56942,8
12 Days,2011,1.2131,6.51782,5
Jungle Brunch,2012,1.75,6.05,5
Desperados,2012,2.375,6.51135,6
Batman: Gotham City Strategy Game,2013,2.3333,6.04164,4
The Lord of the Rings Dice Building Game,2013,2.1951,5.63339,4
Blocks in Afrika,2014,3.7,8.21938,4
Triumph & Tragedy: European Balance of Power 1936-1945,2015,3.3377,8.15993,3
Flames of War: Open Fire!,2012,3.75,7.4973,2
Diavolo,2012,1.12,5.97904,6
Evil Intent,2014,2.4167,5.65198,6
Carcassonne: Winter Edition,2012,1.8529,7.49811,5
La Bérézina 1812,2012,2.75,8.02,0
Onager,2012,2.5,7.98387,2
Ready to Rock!,2012,1.8571,6.27631,9
Codex: Card-Time Strategy – Deluxe Set,2016,3.6724,8.04719,5
Asgard,2012,3.7955,6.80524,4
Equinox,2012,2,6.48075,2
Pescado,2012,1.2,5.91471,4
The Perfect Heist,2013,2,5.91012,6
Ghost Hunt,2011,1.5,5.9775,0
Barbeque Party,2011,1,5.00444,4
Swintus Junior,2012,1,5.78462,10
Wings of Glory: WW2 Rules and Accessories Pack,2013,2.5,7.76557,99
Soluna,2012,1.2,5.26711,2
Quarantine Z,2013,2,5.84237,5
Mafia City,2012,2.5,6.72654,5
Oilfield,2016,2.75,6.87183,5
Siberia: The Card Game,2012,2.0667,6.72795,4
Qwixx,2012,1.1155,6.87151,5
Risk: StarCraft Collector's Edition,2012,2.1818,6.40407,6
Professor Pugnacious,2013,2.1667,5.67188,4
Panamax,2014,3.7468,7.32214,4
Circus Grandioso,2012,1.3333,5.78852,4
The Valkyrie Incident,2013,1.9,6.59536,2
Timeline: General Interest,2012,1.068,6.78245,8
Berserk: War of the Realms,2013,2.7647,6.3359,4
New York Kings,2012,2.3333,6.3463,5
Coup,2012,1.4065,7.00062,6
Eight-Minute Empire,2012,1.632,6.57378,5
Saipan 1944: A Panzer Grenadier Game,2012,2.8333,7.45714,2
MOD X,2012,1.6667,6.96696,4
Castle: The Detective Card Game,2013,1.1429,5.26588,5
Blocks in the West,2013,3.6429,8.0936,4
C.O.A.L.: Combat-Oriented Armored League,2013,2.4286,6.79815,4
Like Dice,2012,2,6.0907,6
Höchste Eisenbahn,2012,1,5.8052,6
Captains of Industry,2015,3.7778,7.06421,5
DrachenSchatten,2012,1,5.67567,4
Septikon: Uranium Wars,2012,2.3,6.37472,2
Burg Klettermax,2012,1.125,5.398,4
Hoppa Galoppa,2012,1,5.36788,4
Secret Code 13+4,2012,1.2222,6.72917,4
Attack the Darkness,2013,3.6,6.17111,8
Counting Fun,2012,0,5.42026,4
The Hobbit: An Unexpected Journey,2012,1.4286,5.60074,4
Codinca,2012,1.375,6.21258,4
Soccero (Second Edition),2012,1.7333,7.15271,2
Nautilus,2012,1.6429,6.07356,2
Merchant of Venus (Second Edition),2012,3.0044,7.15947,4
City of Gears,2012,2.6667,6.65659,4
Chop Chop,2012,1,5.54487,4
Castles,2012,1.5,4.4434,4
Game Over,2012,1.2727,6.00374,4
[_BLÄNK],2012,1,6.41714,15
Boss Monster: The Dungeon Building Card Game,2013,1.8438,6.2777,4
Boom,2012,1,5.32941,10
Lost Legends,2013,2.45,6.43495,5
Vietnam Battles: Snoopy's Nose & Iron Triangle,2013,2.7778,7.03889,3
Holyland: Full Spectrum Warfare in the Middle East,2013,3,6.28,3
Heart of Crown,2011,2.5405,7.65434,4
King's Bounty,2012,1,3.92128,5
KerFlip!,2012,1.25,6.3425,4
PURGE: Sins of Science,2012,2.4,4.20408,6
We Are Dead: Zombie Mall Massacre,2014,1.6,5.19573,5
Churchill,2015,3.2792,7.66984,3
Blood & Roses,2014,2.8182,7.52076,2
Conflict of Heroes: Awakening the Bear! – Operation Barbarossa 1941 (Second Edition),2012,3.2609,7.94528,4
Two Crowns,2012,1.5,5.70732,2
Napoleon against Europe,2013,3.7812,7.6818,2
Spin Monkeys,2012,1.6154,5.83571,8
What Do You Meme?,2012,1,5.01885,6
Rogues to Riches,2012,1.6667,8.32353,5
Ghooost!,2013,1.413,5.68077,6
Cosmic Empires,2012,2.875,6.66038,5
Monopoly: Doctor Who 50th Anniversary Collectors Edition,2012,1.8,5.34455,6
Snug as a Bug in a Rug,2012,1,6.24082,4
Venetia,2013,3.2258,6.98518,4
Sloop,2012,2,5.33021,6
Guildhall,2012,2.0685,6.90847,4
Shadow of the Sun,2013,2,5.92073,4
Stone & Relic,2013,2,6.40041,4
Imperios Milenarios,2012,3.4667,7.70393,7
BioShock Infinite: The Siege of Columbia,2013,2.9,6.71494,4
Pink Hijinks,2012,1.875,5.98444,2
18Ruhr,2012,4,7.72857,6
Lift it!,2012,1.2812,6.22105,8
Roll for the Galaxy,2014,2.7738,7.65046,5
"Here, Fishy, Fishy!",2012,1,5.84681,4
Tesla vs. Edison: War of Currents,2015,3.233,6.6999,5
Black Swan,2012,1.75,6.22143,4
Bellum Gallicum II,2012,2.8462,7.16735,2
Deutschland: Finden Sie Minden? Pocket Edition,2010,1,5.836,4
Gobbit,2012,1.32,6.45076,8
Words with Friends,2012,1,5.58919,4
Fool's Gold,2015,2.1538,6.92432,5
Lock 'n Load Tactical: Heroes of North Africa,2017,4,8.35185,2
Ovni,2013,2.6667,6.89181,4
Monopoly: CityVille,2012,0,5.69362,4
Student Bodies,2014,2.6154,6.4562,5
Xanadú,2012,2.2069,6.48245,6
Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,2013,2.7127,7.19748,4
The Lord of the Rings: The Complete Trilogy – Adventure Board Game,2012,2.2,3.68983,10
"Wilk, Koza i Kapusta",2012,1,6.08571,4
Bop-It Extreme,1998,1,5.39048,0
Tin Goose,2016,3,6.95371,5
Where's My Water?,2012,1.3333,3.98333,2
Bezzerwizzer Mini,2011,1.5,5.57857,0
Island Siege,2013,1.8889,6.77173,2
Bankraub,2013,1.6,6.33281,5
Rocket Game,2011,1,5.09136,6
Quartett,0,1,4.40598,0
Dead Panic,2013,2.2558,5.97179,6
Sushi Go!,2013,1.1646,7.04065,5
"Blue Cross, White Ensign",2014,3.5455,7.51025,4
Caro,2012,1.9167,6.16044,4
City of Remnants,2013,3.1467,6.82048,4
Sigismundus Augustus: Dei gratia rex Poloniae,2012,3.8125,7.08816,5
Foosball tabletop soccer,0,1.3333,6.55623,2
Red Code,2013,2.5,5.43521,6
Yay!,2012,1.0909,6.20777,4
Mythotopia,2014,3.0891,6.82873,4
RARRR!!,2014,1.8462,5.45617,6
Temple Run: Danger Chase,2012,1.1579,5.63144,4
A Fool's Fortune,2012,2.5,6.12988,3
MimiQ,2011,1,5.28629,4
"Fall Blau: Army Group South, June to December 1942",2016,3.1,8.00745,6
Vem aí a Troika,2012,1.9167,5.97713,4
Bauhaus,2013,2,6.73757,4
Dark Empire: Revolution,2013,2.5,6.58342,5
Four,2012,1.5,7.64706,2
Euphoria: Build a Better Dystopia,2013,3.1183,7.24099,6
Moongha Invaders Two Player,2012,2,6.51918,2
Keep Running!,2014,1.5,5.85417,8
"Circle of Fire: The Siege of Cholm, 1942",2014,2.625,7.49545,2
Axis & Allies: WWI 1914,2013,2.7347,7.23265,8
Sorcerers of the Magic Kingdom,2012,1.25,6.19444,0
The Hobbit: An Unexpected Journey Strategy Battle Game,2012,3.25,7.46875,0
Alexander's Campaign,2017,2,6.76026,3
Mini Curling Game,2012,1.1111,6.52195,8
Guilds of London,2016,3.0333,6.85462,4
Hostage Negotiator,2015,2,6.86949,1
Angry Birds: Star Wars – Jenga Death Star Game,2012,1,4.98321,2
Mafia Casino,2012,1.5455,6.55487,5
1914: Serbien Muss Sterbien,2015,4,7.65347,2
Two Rooms and a Boom,2013,1.4252,6.99292,30
The Golden Wilderness,2013,3,6.90385,5
The Hobbit: Escape from Goblin Town,2012,3.5,7.36533,2
The Little Prince: Make Me a Planet,2013,1.5756,6.91409,5
Temple Run: Speed Sprint Card Game,2012,1,5.09423,4
Phantom Leader Deluxe,2013,2.65,8.05418,1
Lion Rampant: Medieval Wargaming Rules,2014,2.3333,7.92657,2
卑怯なコウモリ (Cowardly Bat),2012,1.2,5.51935,7
Tower,2013,2,5.90543,4
Duple,2012,1.3333,6.37857,6
Zogar's Gaze,2013,1.3636,5.52993,5
Zen Garden,2013,1.7778,5.70273,4
Golden Horn: Von Venedig nach Konstantinopel,2013,1.6667,6.39104,4
Crazy Lab,2013,2.2,5.99966,5
Channel A,2012,1.4286,6.7065,6
Guilds of Cadwallon,2013,1.7963,6.49104,4
Smash Up: Awesome Level 9000,2013,2.1371,7.2481,2
Zombies!!! Roll Them Bones!,2013,1.1,4.60934,6
Nations at War: Stalin's Triumph,2013,3.25,8.10204,2
The Hobbit: An Unexpected Journey – Adventure Board Game,2012,3.4,3.39236,15
Qwirkle Trio,2012,1.25,7.07635,4
Voldétour,2012,0,7.12326,2
ZnajZnak,2012,1.6,6.34896,32
Moonbase Alpha,2012,2.5,6.87135,2
Formula E,2014,1.5,6.17981,6
Clockwork Kingdom,2015,2.5,5.38281,4
Paradise Fallen: The Card Game,2013,1.8,5.70777,4
Rent a Hero,2012,1.4762,6.33613,5
The Eastern Front: 1914-1917,2012,3.3077,8.25,2
The Grand Campaign,2013,4,8.3,2
Stack-A-Biddi,2012,1.5,6.08209,4
Lords of War: Orcs versus Dwarves,2012,1.9,6.6059,8
The Battle of Five Armies,2014,3.5693,7.8734,2
Triassic Terror,2013,2.871,6.93944,6
Electronic Catch Phrase,2000,1.1042,6.54684,99
Shibumi,2011,2.8333,7.73692,8
Serenissima (Second Edition),2012,2.9322,6.93834,4
Kniffel: Das Kartenspiel,2013,1,5.97101,4
Shadowrun: Crossfire,2014,2.8208,7.15378,4
Geek Battle: The Game Of Extreme Geekdom,2012,1,5.66742,8
Minderheiten-Quartett,2010,1,5.23163,4
The Mushroom Eaters,2013,2.5,7.1187,5
Gettysburg 150,2013,2.1538,7.24622,2
Wizard's Brew,2013,2,5.77812,6
The Invasion of Russia (1812),2014,2.75,7.47273,2
Pointless: The Travel Game,2012,1,5.37187,4
Pub Trivia,2012,3,5.93333,0
Tales & Games: Baba Yaga,2013,1.2632,5.48394,5
Tales & Games: The Three Little Pigs,2013,1.197,6.44805,5
New Dawn,2014,3.0244,6.85435,4
Beyond the Gates of Antares,2015,3.1667,7.62909,6
A Fake Artist Goes to New York,2012,1.1414,7.16809,10
Méchanlou,0,1.25,6.18,4
Next War: Taiwan,2014,4.2593,7.96011,0
The Hobbit: An Unexpected Journey – The Board Game,2012,1,2.62768,6
Knot Dice,2016,1.25,6.81864,4
Napoleon at Leipzig (Fifth Edition),2013,3.5333,8.02069,3
Connect the Thoughts,2013,1,5.76562,4
Fish Cook,2012,1.8519,6.96172,6
Titanium Wars,2013,2.4444,6.17003,4
Rivet Wars: Eastern Front,2013,2.434,7.01365,2
Le Tricheur,2012,1,6.0702,14
A Thunder Upon the Land: The Battles of Narva and Poltava,2013,2.75,6.125,2
Asante,2013,2,6.85006,2
Dice Devils,2013,1.1429,5.17799,6
Forbidden Desert,2013,2.0499,7.12602,5
Die verzauberten Rumpelriesen,2013,1,6.62636,4
"Die Welt: Singapur, wo liegt das nur?",2013,1,6.13325,6
Just in Time,2013,2.3333,6.69214,4
Blitzed!,2013,1,5.10526,5
Primo,2013,1.6667,4.53143,6
The Walking Dead Card Game,2013,1.2917,5.49345,10
Squillo,2012,1.9286,4.90417,6
Hell's Gate,2013,2.1765,6.90171,2
Super Race,2009,1.25,6.00169,4
Dungeon Dice,2014,2.1364,6.76189,5
Red Menace,2013,1.6,6.71579,1
War Stories: Liberty Road,2014,2.9091,7.07015,2
ROFL!,2013,1,6.28774,7
Ignis,2013,1.5556,6.11266,2
Miau!,2013,1,5.46857,4
Ka-Boom,2013,1.0588,6.21386,5
Feuer & Flamme,2013,1.6667,5.88438,5
Voodoo Mania,2013,1.3333,5.11946,6
Aliens vs. Zombies,2013,1.4,5.71143,2
Kreuzwort,2013,1.3333,6.36471,4
La Boca,2013,1.3667,6.98067,6
Memento,2013,2,5.93171,5
Uluru: Neuer Tumult am Ayers Rock,2013,1.5455,6.42289,5
Ubongo: Das Würfelspiel,2013,1,5.32036,4
Star Wars: Bounty Hunter – Das Würfelspiel,2013,1,5.26622,5
Dread Curse,2013,1.8333,6.33865,8
Influence,2013,1.5,5.34833,6
Alles Käse!,2013,1.0667,5.75238,6
Ab in die Tonne,2013,1.1304,6.19394,5
Canterbury,2013,3.0909,6.94185,4
Jake and the Never Land Pirates: Who Shook Hook?,2012,1,4.82742,4
Full Moon,2013,1,5.83396,2
Rock Me Archimedes,2012,1.1429,5.39887,2
Expedition: Famous Explorers,2013,1.9615,6.78229,6
Stack Up!,2013,1,5.845,6
BodgerMania,2013,2.3333,5.82,6
Bejeweled,2013,1.625,5.48745,4
Ninja Dice,2013,1.3333,6.01555,5
Bejeweled Frenzy,2013,1,5.22188,4
Dragon's Hoard,2014,1.4262,6.49645,4
Sergeants Miniatures Game: Red Devils,2013,3.25,7.85909,6
Jenga BOOM,2012,1,4.86526,4
"Linus, der kleine Magier",2013,1,6.21389,5
Midgard: The Card Game,2013,2.5714,7.06965,6
Simsala Hopp,2013,0,5.373,4
Bruges,2013,2.7438,7.42596,4
Hold the Line:  Frederick's War,2013,1.875,7.65644,2
Roll & Play,2012,1,6.45988,2
Road Rally USA,2013,1.8333,5.95227,5
Hands in the Sea,2016,3.093,7.87917,2
Loony Quest,2015,1.1963,6.92154,5
Professor Tempus,2013,1.1667,5.11404,5
Fish Fish,2013,1.25,5.43615,8
Ovo,2013,2,5.48947,4
Ancient Terrible Things,2014,2.05,6.7908,4
Pets,2012,2,5.95818,5
The Witches: A Discworld Game,2013,1.681,6.15652,4
Wunderland,2013,1.5789,6.14065,4
Batman Miniature Game,2012,3.75,7.86458,2
Mucca Pazza,2013,1,5.46726,4
Auf Teufel komm raus,2013,1.6667,6.80805,6
Potato Man,2013,1.4426,6.7242,5
Zombie House Blitz,2014,2,6.24737,4
Klugscheisser 2: Edition Krasses Wissen,2010,1,4.37391,0
Cairo Corridor,2013,2,7.21765,2
Deck of Thieves,2013,2.125,5.86353,4
Epic Death!,2014,2.0909,5.43201,5
Bremerhaven,2013,3.1064,6.55596,4
Time 'n' Space,2013,2.2414,6.20552,4
Monopoly Hotels,2013,1,5.44787,2
Spyrium,2013,2.897,7.06652,5
Nosferatu,2013,1.3958,6.59315,8
Rise of Augustus,2013,1.6366,6.73857,6
Monster Café,2013,1,6.10813,4
Cube Quest,2013,1.1029,6.82664,2
Terzetto,2013,1.25,5.86184,2
That's It!,2013,1,5.93835,99
Archer: The Danger Zone! Board Game,2014,1.4615,4.78137,8
The Princess Bride: Prepare to Die,2013,1,3.51069,10
Trifecta,2013,1,5.73684,2
Mau Mau Extreme,2012,2,5.47895,6
Social Network,2013,1,4.1093,6
Via Appia,2013,1.9821,6.62793,4
Banana Party,2013,1,5.29402,4
Templar: The Secret Treasures,2013,2.25,6.4003,5
Amerigo,2013,2.9817,7.46141,4
Pixel Tactics 2,2013,2.6667,7.06206,2
Gold am Orinoko,2013,1.3333,6.53846,4
Breaking the Chains: War in the South China Sea,2014,3.0833,6.71037,10
Gothic Invasion,2014,2.5,7.13231,5
Story War,2013,1.375,4.96551,8
The Road to Cheren,2013,2.4667,7.54,2
Hidden Intruder,2013,2,7.23205,3
Level 7 [Omega Protocol],2013,3.1471,7.46165,6
What's He Building in There?,2013,3.3125,6.61449,6
Gearworld: The Borderlands,2013,2.84,5.46844,4
Muses,2013,1.125,5.5075,1
Tessen,2013,1.1875,6.57369,2
Praetor,2014,3,6.57348,5
Thématik,2013,1,6.08437,10
Office 21,2013,1.4545,6.0734,5
Galactic Strike Force,2014,3.3103,5.6915,6
